1213;IEEE SYMPOSIUM ON COMPUTATIONAL INTELLIGENCE IN CYBER SECURITY;IEEE CICS;Work in Progress
1214;IEEE SYMPOSIUM ON COMPUTATIONAL INTELLIGENCE FOR FINANCIAL ENGINEERING;IEEE CIFER;Work in Progress
1215;IEEE SYMPOSIUM ON COMPUTATIONAL INTELLIGENCE FOR MULTIMEDIA SIGNAL AND VISION PROCESSING;IEEE CIMSIVP;Work in Progress
1216;IEEE SYMPOSIUM ON COMPUTATIONAL INTELLIGENCE FOR SECURITY AND DEFENCE APPLICATIONS;IEEE CISDA;Work in Progress
1217;IEEE GLOBAL INTERNET SYMPOSIUM;IEEE GI;Work in Progress
1218;IEEE INTERNATIONAL CONFERENCE ON INTELLIGENT SYSTEMS;IEEE IS;Work in Progress
1219;IEEE INFORMATION VISUALIZATION CONFERENCE;IEEE INFOVIS;Not Rated (now published as journal)
1220;IEEE INTERNATIONAL CONFERENCE ON SERVICES COMPUTING;SCC;B
1221;IEEE SWARM INTELLIGENCE SYMPOSIUM;IEEE SIS;B-
1222;IEEE SYMPOSIUM ON VISUAL ANALYTICS SCIENCE AND TECHNOLOGY;VAST;B
1223;IEEE VISUALIZATION;IEEE VIS;Not Rated (now published as journal)
1224;IEEE CONGRESS ON SERVICES;SERVICES;B-
1225;IEEE GRENOBLE CONFERENCE;IEEE-GC;Work in Progress
1226;IEEE INTERNATIONAL CONFERENCE ON COMPUTER LANGUAGES;IEEE-ICCL;Work in Progress
1227;INTELLIGENT VEHICLES CONFERENCE;IEEE-IV;A-
1228;INTERNATIONAL CONFERENCE ON NANOTECHNOLOGY;IEEE-NANO;Work in Progress
1229;POWER ENGINEERING SOCIETY SUMMER MEETING;IEEE/PES SUMMER MEETING;Work in Progress
1230;IEEE ANTENNAS AND PROPAGATION SOCIETY INTERNATIONAL SYMPOSIUM;IEEEAPS;Work in Progress
1231;IEEE IEEE INTERNATIONAL CONFERENCE ON RFID;IEEERFID;B
1232;INDUSTRIAL ENGINEERING AND ENGINEERING MANAGEMENT;IEEM;Work in Progress
1233;INTELLIGENT E-GOVERNMENT AND EMERGENCY MANAGEMENT;IEEM-IAT;Work in Progress
1234;INTERNATIONAL ENGINEERING MANAGEMENT CONFERENCE;IEMC;Work in Progress
1235;INTERNATIONAL ELECTRIC MACHINES AND DRIVES CONFERENCE;IEMDC;Work in Progress
1236;INTERNATIONAL ELECTRONICS MANUFACTURING TECHNOLOGY SYMPOSIUM;IEMT;Work in Progress
1237;ASIA PACIFIC SYMPOSIUM ON INTELLIGENT AND EVOLUTIONARY SYSTEMS (WAS AUSTRALIA-JAPAN JOINT WORKSHOP ON  INTELLIGENT AND EVOLUTIONARY SYSTEMS);IES;Work in Progress
1238;INTERNATIONAL CONFERENCE ON EXPLORING SERVICES SCIENCE;IESS;Work in Progress
1239;IET NETWORKS;IET;Work in Progress
1240;IET WIRELESS SENSOR SYSTEMS;IET-WSS;Work in Progress
1241;INTERNATIONAL FREE ELECTRON LASER CONFERENCE;IFELC;Work in Progress
1242;IFIP INFORMATION SECURITY & PRIVACY CONFERENCE;SEC;B-
1243;DECISION SUPPORT SYSTEMS;IFIP-DSS;B
1244;IFIP ARTIFICIAL INTELLIGENCE;IFIPAI;Work in Progress
1245;INTERNATIONAL IFIP-TC NETWORKING CONFERENCE;IFIPTC-NC;Work in Progress
1246;IMPLEMENTATION AND APPLICATION OF FUNCTIONAL LANGUAGES;IFL;Work in Progress
1247;INTEGRATED FORMAL METHODS;IFM;B-
1248;INTERNATIONAL FORUM ON STRATEGIC TECHNOLOGY;IFOST;Work in Progress
1249;IFSA WORLD CONGRESS;IFSA;Work in Progress
1250;IEEE INTERNATIONAL GEOSCIENCE AND REMOTE SENSING SYMPOSIUM;IGARSS;B-
1251;IEEE INTERNATIONAL GAMES INNOVATION CONFERENCE;IGIC;Work in Progress
1252;INFORMATION HIDING;IH;B
1253;SIMPÓSIO BRASILEIRO SOBRE FATORES HUMANOS EM SISTEMAS COMPUTACIONAIS;IHC;Work in Progress
1254;INTERNATIONAL CONFERENCE ON INTERACTION DESIGN & INTERNATIONAL DEVELOPMENT;IHCI;Work in Progress
1255;INTERNATIONAL HEALTH INFORMATICS SYMPOSIUM;IHI;Work in Progress
1256;INTERNATIONAL CONFERENCE ON INTELLIGENT HUMAN-MACHINE SYSTEMS AND CYBERNETICS;IHMSC;Work in Progress
1257;INDIAN INTERNATIONAL CONFERENCE ON ARTIFICIAL INTELLIGENCE;IICAI;Work in Progress
1258;INTELLIGENT INFORMATION HIDING AND MULTIMEDIA SIGNAL PROCESSING;IIH-MSP;Work in Progress
1259;INFORMATION INTERACTION IN CONTEXT;IIIX;Work in Progress
1260;INTERNATIONAL INTEGRATED RELIABILITY WORKSHOP;IIRW;Work in Progress
1261;INTELLIGENT INFORMATION SYSTEMS;IIS;Work in Progress
1262;IEEE INTERNATIONAL SYMPOSIUM ON WORKLOAD CHARACTERIZATION;IISWC;Work in Progress
1263;INTERNATIONAL CONFERENCE ON ION IMPLANTATION TECHNOLOGY;IIT;Work in Progress
1264;INTELLIGENT INFORMATION TECHNOLOGY APPLICATION;IITA;Work in Progress
1265;INFORMATION INTEGRATION AND WEB-BASED APPLICATIONS AND SERVICES;IIWAS;Work in Progress
1266;INTERNATIONAL JOINT CONFERENCE ON ARTIFICIAL INTELLIGENCE;IJCAI;A++
1267;INTERNATIONAL JOINT CONFERENCE ON COMPUTATIONAL INTELLIGENCE;IJCCI;Work in Progress
1268;INTERNATIONAL JOINT CONFERENCE ON NATURAL LANGUAGE PROCESSING;IJCNLP;A-
1269;INTERNATIONAL JOINT CONFERENCE ON COMPUTATIONAL LINGUISTICS;IJCNLP2;Work in Progress
1270;IEEE INTERNATIONAL JOINT CONFERENCE ON NEURAL NETWORKS;IJCNN;A-
1271;INTERNATIONAL JOINT CONFERENCE ON ROUGH SETS (2014 INTERNATIONAL CONFERENCE ON ROUGH SETS AND CURRENT TRENDS IN COMPUTING JOINED WITH 3 OTHERS);IJCRS (WAS RSCTC);Work in Progress
1272;INTERNATIONAL JOURNAL OF SPATIAL DATA INFRASTRUCTURES RESEARCH, ,;IJSDIR;Work in Progress
1273;INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE ENGINEERING;IKE;Work in Progress
1274;INTERNATIONAL CONFERENCE ON LEARNING ANALYTICS AND KNOWLEDGE;LAK;A-
1275;INDUCTIVE LOGIC PROGRAMMING;ILP;B
1276;IFIP/IEEE INTERNATIONAL SYMPOSIUM ON INTEGRATED MANAGEMENT (ODD YEARS SHARING WITH NOMS);IM;B
1277;IMA INTERNATIONAL CONFERENCE ON CRYPTOGRAPHY AND CODING;IMACC;Work in Progress
1278;INTERNET MEASUREMENT CONFERENCE;IMC;A+
1279;INTERNATIONAL MULTICONFERENCE ON COMPUTER SCIENCE AND INFORMATION TECHNOLOGY;IMCSIT;Work in Progress
1280;INTERNATIONAL MULTICONFERENCE OF ENGINEERS AND COMPUTER SCIENTISTS;IMECS;Work in Progress
1281;INTERNATIONAL CONFERENCE ON IT SECURITY INCIDENT MANAGEMENT AND IT FORENSICS;IMF;Work in Progress
1282;INNOVATIVE MOBILE AND INTERNET SERVICES IN UBIQUITOUS COMPUTING;IMIS;Work in Progress
1283;SBMO/MTT-S INTERNATIONAL MICROWAVE AND OPTOELECTRONICS CONFERENCE;IMOC;Work in Progress
1284;INTERNATIONAL MICROSYSTEMS, PACKAGING, ASSEMBLY AND CIRCUITS TECHNOLOGY CONFERENCE;IMPACT;Work in Progress
1285;INTERNATIONAL MESHING ROUNDTABLE CONFERENCE;IMR;Work in Progress
1286;INTERNATIONAL MULTI-SYMPOSIUMS ON COMPUTER AND COMPUTATIONAL SCIENCES;IMSCCS;Work in Progress
1287;INSTRUMENTATION AND MEASUREMENT TECHNOLOGY CONFERENCE;IMTC;Work in Progress
1288;INTERNATIONAL MACHINE VISION AND IMAGE PROCESSING CONFERENCE;IMVIP;Work in Progress
1289;INTERNATIONAL SYMPOSIUM ON INTELLIGENT MULTIMEDIA, VIDEO AND SPEECH PROCESSING;IMVSP;Work in Progress
1290;INTERNATIONAL CONFERENCE ON INFRARED AND MILLIMETER WAVES;IMW;Work in Progress
1291;IEEE MTT-S INTERNATIONAL MICROWAVE WORKSHOP SERIES ON INNOVATIVE WIRELESS POWER TRANSMISSION;IMWS-IWPT;Work in Progress
1292;INTELLIGENT NETWORKING AND COLLABORATIVE SYSTEMS;INCOS;Work in Progress
1293;INTERNATIONAL CONFERENCE ON COMPUTING FOR SUSTAINABLE GLOBAL DEVELOPMENT;INDIACOM;Work in Progress
1294;IEEE INDIA CONFERENCE;INDICON;Work in Progress
1295;IEEE INTERNATIONAL CONFERENCE ON INDUSTRIAL INFORMATICS;INDIN;B
1296;INTERNATIONAL CONFERENCE ON CRYPTOLOGY IN INDIA;INDOCRYPT;B
1297;INTERNATIONAL CONFERENCE ON INTELLIGENT ENGINEERING SYSTEMS;INES;Work in Progress
1298;CONFERENCE ON COMPUTER COMMUNICATIONS WORKSHOPS;INFOCOM WKSHPS;Work in Progress
1299;ANNUAL JOINT CONFERENCE OF THE IEEE COMPUTER AND COMMUNICATIONS SOCIETIES;INFOCOM;A++
1300;INTERNATIONAL CONFERENCE ON ADVANCED COMMUNICATIONS AND COMPUTATION;INFOCOMP;Work in Progress
1301;SCALABLE INFORMATION SYSTEMS;INFOSCALE;Work in Progress
1302;INFORMATION SECURITY CURRICULUM DEVELOPMENT;INFOSECCD;Work in Progress
1303;INTERNATIONAL CONFERENCE ON INTELLIGENCE IN NEXT GENERATION NETWORKS;INGN;Work in Progress
1304;INTERNATIONAL SYMPOSIUM ON INNOVATIONS IN INTELLIGENT SYSTEMS AND APPLICATIONS;INISTA;Work in Progress
1305;INTERNATIONAL CONFERENCE ON NATURAL LANGUAGE GENERATION;INLG;Work in Progress
1306;INTERNATIONAL NETWORK OPTIMIZATION CONFERENCE;INOC;Work in Progress
1307;INFORMATION SECURITY AND CRYPTOLOGY;INSCRYPT;Work in Progress
1308;INTERNATIONAL CONFERENCE ON NETWORKED SENSING SYSTEMS;INSS;Work in Progress
1309;INTERNATIONAL TELECOMMUNICATIONS ENERGY CONFERENCE;INTELEC;Work in Progress
1310;IFIP TC13 CONFERENCE ON HUMAN-COMPUTER INTERACTION;INTERACT;B
1311;IEEE INTERNATIONAL MAGNETICS CONFERENCE;INTERMAG;Work in Progress
1312;INTERNATIONAL CONFERENCE ON SPOKEN LANGUAGE PROCESSING;INTERSPEECH;A
1313;INTELLIGENT TECHNOLOGIES FOR INTERACTIVE ENTERTAINMENT;INTETAIN;Work in Progress
1314;IEEE INTERNATIONAL ON-LINE TESTING SYMPOSIUM;IOLTS;Work in Progress
1315;THE INTERNET OF THINGS;IOT;Work in Progress
1316;INTERNATIONAL PROVENANCE AND ANNOTATION WORKSHOP;IPAW;B-
1317;INTERNATIONAL PROFESSIONAL COMMUNICATION CONFERENCE;IPCC;Work in Progress
1318;IEEE INTERNATIONAL PERFORMANCE COMPUTING AND COMMUNICATIONS CONFERENCE;IPCCC;B
1319;CONFERENCE ON INTEGER PROGRAMMING AND COMBINATORIAL OPTIMIZATION;IPCO;B
1320;IEEE INTERNATIONAL PARALLEL AND DISTRIBUTED PROCESSING SYMPOSIUM;IPDPS;A
1321;IEEE INTERNATIONAL SYMPOSIUM ON PARALLEL & DISTRIBUTED PROCESSING, WORKSHOPS AND PHD FORUM;IPDPSW;Work in Progress
1322;INTERNATIONAL SYMPOSIUM ON PARAMETERIZED AND EXACT COMPUTATION;IPEC;B
1323;INTERNATIONAL POWER ELECTRONICS AND MOTION CONTROL CONFERENCE;IPEMC;Work in Progress
1324;INTERNATIONAL SYMPOSIUM ON THE PHYSICAL AND FAILURE ANALYSIS OF INTEGRATED CIRCUITS;IPFA;Work in Progress
1325;INTERNATIONAL CONFERENCE ON INDOOR POSITIONING AND INDOOR NAVIGATION;IPIN;Work in Progress
1326;INFORMATION PROCESSING IN MEDICAL IMAGING;IPMI;Work in Progress
1327;INFORMATION PROCESSING AND MANAGEMENT OF UNCERTAINTY;IPMU;Work in Progress
1328;INTERNATIONAL PARALLEL PROCESSING SYMPOSIUM;IPPS;A-
1329;INFORMATION PROCESSING IN SENSOR NETWORKS;IPSN;A++
1330;INFORMATION PROCESSING AND TRUSTED COMPUTING;IPTC;Work in Progress
1331;PRINCIPLES, SYSTEMS AND APPLICATIONS OF IP TELECOMMUNICATIONS;IPTCOMM;Work in Progress
1332;INTERNATIONAL WORKSHOP ON PEER-TO-PEER SYSTEMS;IPTPS;A-
1333;INTERNATIONAL QUANTUM ELECTRONICS CONFERENCE;IQEC;Work in Progress
1334;IRE INTERNATIONAL CONVENTION RECORD;IRE;Work in Progress
1335;IEEE INTERNATIONAL CONFERENCE ON INFORMATION REUSE AND INTEGRATION;IRI;Work in Progress
1336;INTERNATIONAL CONFERENCE ON INFRARED, MILLIMETER, AND TERAHERTZ WAVES;IRMMW-THZ;Work in Progress
1337;IEEE/RJS INTERNATIONAL CONFERENCE ON INTELLIGENT ROBOTS AND SYSTEMS;IROS;A+
1338;INTERNATIONAL RELIABILITY PHYSICS SYMPOSIUM;IRPS;Work in Progress
1339;INTERNATIONAL RADAR SYMPOSIUM;IRS;Work in Progress
1340;INTERNATIONAL SYMPOSIUM ON END-USER DEVELOPMENT;IS-EUD;Work in Progress
1341;INFORMATION SECURITY AND ASSURANCE;ISA;Work in Progress
1342;INTERNATIONAL SYMPOSIUM ON ALGORITHMS AND COMPUTATION;ISAAC;B
1343;APPLIED SCIENCES ON BIOMEDICAL AND COMMUNICATION TECHNOLOGIES;ISABEL;Work in Progress
1344;INTERNATIONAL SYMPOSIUM ON AUTONOMOUS DECENTRALIZED SYSTEMS;ISADS;Work in Progress
1345;CONFERENCE FOR THE INTERNATIONAL SIMULATION AND GAMING ASSOCIATION;ISAGA;Work in Progress
1346;INTERNATIONAL SYMPOSIUM ON ARTIFICIAL INTELLIGENCE;ISAI;Work in Progress
1347;INTERNATIONAL SYMPOSIUM ON ARTIFICIAL INTELLIGENCE AND MATHEMATICS;ISAIM;Work in Progress
1348;INTERNATIONAL SYMPOSIUM ON ANTENNAS AND PROPAGATION;ISAP;Work in Progress
1349;INTERNATIONAL CONFERENCE ON INTELLIGENT SYSTEM APPLICATIONS TO POWER SYSTEMS;ISAPS;Work in Progress
1350;INTERNATIONAL SYMPOSIUM ON AUTOMATION AND ROBOTICS IN CONSTRUCTION;ISARC;Work in Progress
1351;INTERNATIONAL CONFERENCE INFORMATION SYSTEMS ARCHITECTURE AND TECHNOLOGY;ISAT;Work in Progress
1352;IEEE INTERNATIONAL SYMPOSIUM ON BIOMEDICAL IMAGING: FROM NANO TO MACRO;ISBI;B
1353;INTERNATIONAL SYMPOSIUM ON BIOINFORMATICS RESEARCH AND APPLICATIONS;ISBRA;Work in Progress
1354;INFORMATION SECURITY CONFERENCE;ISC;B-
1355;ACM INTERNATIONAL SYMPOSIUM ON COMPUTER ARCHITECTURE;ISCA;A++
1356;IEEE INTERNATIONAL SYMPOSIUM ON CIRCUITS AND SYSTEMS;ISCAS;A-
1357;IEEE SYMPOSIUM ON COMPUTERS AND COMMUNICATIONS;ISCC;B
1358;INTERNATIONAL SYMPOSIUM ON COMMUNICATIONS, CONTROL AND SIGNAL PROCESSING;ISCCSP;Work in Progress
1359;INTERNATIONAL SYMPOSIUM ON CONSUMER ELECTRONICS;ISCE;Work in Progress
1360;INTERNATIONAL SYMPOSIUM ON COMPUTER AND INFORMATION SCIENCES;ISCIS;Work in Progress
1361;INTERNATIONAL SYMPOSIUM ON COMMUNICATIONS AND INFORMATION TECHNOLOGIES;ISCIT;Work in Progress
1362;INTERNATIONAL SYMPOSIUM ON COMBINATORIAL OPTIMISATION;ISCO;Work in Progress
1363;INTERNATIONAL CONFERENCE ON INFORMATION SYSTEMS FOR CRISIS RESPONSE AND MANAGEMENT;ISCRAM;Work in Progress
1364;INTERNATIONAL SYMPOSIUM ON CHINESE SPOKEN LANGUAGE PROCESSING;ISCSLP;Work in Progress
1365;INTERNATIONAL SYMPOSIUM ON COMPUTER VISION;ISCV;Work in Progress
1366;INTERNATIONAL CONFERENCE ON INFORMATION SYSTEMS DEVELOPMENT;ISD;Work in Progress
1367;INTELLIGENT SYSTEMS DESIGN AND APPLICATIONS;ISDA;Work in Progress
1368;INTERNATIONAL SYMPOSIUM ON DISCHARGES AND ELECTRICAL INSULATION IN VACUUM;ISDEIV;Work in Progress
1369;INTERNATIONAL SYMPOSIUM ON DISTRIBUTED OBJECTS AND APPLICATIONS;ISDOA;Work in Progress
1370;INTERNATIONAL SEMICONDUCTOR DEVICE RESEARCH SYMPOSIUM;ISDRS;Work in Progress
1371;INTERNATIONAL SYMPOSIUM ON ELECTRETS;ISE;Work in Progress
1372;INDIA SOFTWARE ENGINEERING CONFERENCE;ISEC;Work in Progress
1373;INTERNATIONAL SYMPOSIUM ON ELECTRONIC COMMERCE AND SECURITY;ISECS;Work in Progress
1374;INTERNATIONAL SYMPOSIUM ON ELECTRONICS AND THE ENVIRONMENT;ISEE;Work in Progress
1375;IEEE INTERNATIONAL SYMPOSIUM ON ELECTRICAL INSULATION;ISEI;Work in Progress
1376;INTERNATIONAL SYMPOSIUM ON ELECTRICAL INSULATING MATERIALS;ISEIM;Work in Progress
1377;INTERNATIONAL SYMPOSIUM ON EXPERIMENTAL ROBOTICS;ISER;B
1378;INTERNATIONAL SYMPOSIUM ON EMPIRICAL SOFTWARE ENGINEERING;ISESE;B
1379;IEEE INTERNATIONAL SYMPOSIUM ON FAULT-TOLERANT COMPUTING;ISFTC;Work in Progress
1380;INTERNATIONAL SYMPOSIUM ON GRIDS AND CLOUDS (WAS INTERNATIONAL SYMPOSIUM ON GRID COMPUTING);ISGC;Work in Progress
1381;IEEE PES INNOVATIVE SMART GRID TECHNOLOGIES EUROPE;ISGT EUROPE;Work in Progress
1382;IEEE PES INNOVATIVE SMART GRID TECHNOLOGIES CONFERENCE;ISGT;Work in Progress
1383;IEEE INTELLIGENCE AND SECURITY INFORMATICS;ISI;B-
1384;IEEE INTERNATIONAL SYMPOSIUM ON INTELLIGENT CONTROL;ISIC;Work in Progress
1385;INTERNATIONAL SYMPOSIUM ON INFORMATION AND COMMUNICATION TECHNOLOGIES;ISICT;Work in Progress
1386;INTERNATIONAL SYMPOSIUM ON INDUSTRIAL ELECTRONICS;ISIE;Work in Progress
1387;IEEE SYMPOSIUM ON INDUSTRIAL ELECTRONICS AND APPLICATIONS;ISIEA;Work in Progress
1388;INTERNATIONAL SYMPOSIUM ON INFORMATION PROCESSING;ISIP;Work in Progress
1389;INTERNATIONAL SYMPOSIUM ON IMPRECISE PROBABILITIES AND THEIR APPLICATIONS;ISIPTA;Work in Progress
1390;IEEE INTERNATIONAL SYMPOSIUM ON INFORMATION THEORY;ISIT;A-
1391;INTERNATIONAL SYMPOSIUM ON INFORMATION THEORY AND ITS APPLICATIONS;ISITA;Work in Progress
1392;INTERNATIONAL CONFERENCE ON INTELLIGENT SYSTEMS AND KNOWLEDGE ENGINEERING;ISKE;Work in Progress
1393;INTERNATIONAL SYMPOSIUM ON LOW POWER ELECTRONICS AND DESIGN;ISLPED;A
1394;IEEE INTERNATIONAL SYMPOSIUM ON MULTIMEDIA;ISM;Work in Progress
1395;INTERNATIONAL SYMPOSIUM ON MIXED AND AUGMENTED REALITY;ISMAR;A
1396;INTELLIGENT SYSTEMS IN MOLECULAR BIOLOGY;ISMB;Not Rated (now published as journal)
1397;INTERNATIONAL CONFERENCE ON MUSIC INFORMATION RETRIEVAL;ISMIR;A
1398;INTERNATIONAL SYPOSIUM ON METHODOLOGIES FOR INTELLIGENT SYSTEMS;ISMIS;Work in Progress
1399;INTERNATIONAL SYMPOSIUM ON MEMORY MANAGEMENT;ISMM;Work in Progress
1400;INTERNATIONAL CONFERENCE ON INTELLIGENT SYSTEMS, MODELLING AND SIMULATION;ISMS;Work in Progress
1401;IEEE INTERNATIONAL SYMPOSIUM ON MULTIPLE-VALUED LOGIC;ISMVL;Work in Progress
1402;INTERNATIONAL SYMPOSIUM ON NETWORKS, COMPUTERS AND COMMUNICATIONS;ISNCC;Work in Progress
1403;INTERNATIONAL SYMPOSIUM ON NEURAL NETWORKS;ISNN;Work in Progress
1404;INTERNATIONAL SOC DESIGN CONFERENCE;ISOCC;Work in Progress
1405;INTERNATIONAL SYMPOSIUM ON LEVERAGING APPLICATIONS OF FORMAL METHODS, VERIFICATION AND VALIDATION;ISOLA;Work in Progress
1406;IEEE INTERNATIONAL SYMPOSIUM ON OBJECT-ORIENTED REAL-TIME DISTRIBUTED COMPUTING;ISORC;B-
1407;IEEE INTERNATIONAL SYMPOSIUM ON INTELLIGENT SIGNAL PROCESSING,;ISP;Work in Progress
1408;IEEE INTERNATIONAL SYMPOSIUM ON PARALLEL AND DISTRIBUTED PROCESSING WITH APPLICATIONS;ISPA;Work in Progress
1409;INTERNATIONAL SYMPOSIUM ON INTELLIGENT SIGNAL PROCESSING AND COMMUNICATION SYSTEMS;ISPACS;Work in Progress
1410;IEEE INTERNATIONAL SYMPOSIUM ON PERFORMANCE ANALYSIS OF SYSTEMS AND SOFTWARE;ISPASS;A-
1411;INTERNATIONAL SYMPOSIUM ON PRECISION CLOCK SYNCHRONIZATION FOR MEASUREMENT CONTROL AND COMMUNICATION;ISPCS;Work in Progress
1412;ACM INTERNATIONAL SYMPOSIUM ON PHYSICAL DESIGN;ISPD;B
1413;INTERNATIONAL SYMPOSIUM ON PARALLEL AND DISTRIBUTED COMPUTING;ISPDC;Work in Progress
1414;INFORMATION SECURITY PRACTICE AND EXPERIENCE;ISPEC;Work in Progress
1415;INTERNATIONAL SYMPOSIUM ON POWER LINE COMMUNICATIONS AND ITS APPLICATIONS;ISPLC;Work in Progress
1416;ANNUAL INTERNATIONAL WORKSHOP ON PRESENCE;ISPR;Work in Progress
1417;INTERNATIONAL SYMPOSIUM ON POWER SEMICONDUCTOR DEVICES AND IC'S;ISPSD;Work in Progress
1418;IEEE INTERNATIONAL SYMPOSIUM ON QUALITY ELECTRONIC DESIGN;ISQED;B
1419;INTERNATIONAL SYMPOSIUM ON ROBOTICS;ISR;Work in Progress
1420;INTERNATIONAL SYMPOSIUM OF ROBOTICS RESEARCH;ISRR;B
1421;ACM INTERNATIONAL CONFERENCE ON INTERACTIVE SURFACES AND SPACES (WAS INTERNATIONAL WORKSHOP ON HORIZONTAL INTERACTIVE HUMAN-COMPUTER SYSTEMS: TABLETOP);ISS;Work in Progress
1422;INFORMATION SECURITY FOR SOUTH AFRICA;ISSA;Work in Progress
1423;IRISH SIGNALS AND SYSTEMS CONFERENCE;ISSC;Work in Progress
1424;IEEE INTERNATIONAL SOLID-STATE CIRCUITS CONFERENCE;ISSCC;A
1425;INTERNATIONAL SYMPOSIUM ON SIGNALS, CIRCUITS AND SYSTEMS;ISSCS;Work in Progress
1426;INTERNATIONAL SYMPOSIUM ON SPATIAL DATA QUALITY;ISSDQ;Work in Progress
1427;INTERNATIONAL SPRING SEMINAR ON ELECTRONICS TECHNOLOGY;ISSE;Work in Progress
1428;INTERNATIONAL SYMPOSIUM ON SEMICONDUCTOR MANUFACTURING;ISSM;Work in Progress
1429;INTERNATIONAL CONFERENCE ON INTELLIGENT SENSORS, SENSOR NETWORKS AND INFORMATION;ISSNI;Work in Progress
1430;INTELLIGENT SENSORS, SENSOR NETWORKS AND INFORMATION PROCESSING CONFERENCE;ISSNIP;Work in Progress
1431;INFORMATION SCIENCES, SIGNAL PROCESSING AND THEIR APPLICATIONS;ISSPA;Work in Progress
1432;INTERNATIONAL SYMPOSIUM ON SIGNAL PROCESSING AND INFORMATION TECHNOLOGY;ISSPIT;Work in Progress
1433;INTERNATIONAL SYMPOSIUM ON SOFTWARE RELIABILITY ENGINEERING;ISSRE;B
1434;INTERNATIONAL SYMPOSIUM ON SYSTEMS SYNTHESIS;ISSS;Work in Progress
1435;INTERNATIONAL SYMPOSIUM ON SIGNALS, SYSTEMS AND ELECTRONICS;ISSSE;Work in Progress
1436;INTERNATIONAL SYMPOSIUM ON SPREAD SPECTRUM TECHNIQUES AND APPLICATIONS;ISSSTA;Work in Progress
1437;INTERNATIONAL SYMPOSIUM ON SOFTWARE TESTING AND ANALYSIS;ISSTA;A+
1438;INTERNATIONAL SYMPOSIUM ON TELECOMMUNICATIONS;IST;Work in Progress
1439;INTERNATIONAL SYMPOSIUM ON TECHNOLOGY AND SOCIETY;ISTAS;Work in Progress
1440;INTERNATIONAL SYMPOSIUM ON TURBO CODES AND ITERATIVE INFORMATION PROCESSING;ISTC;Work in Progress
1441;IST MOBILE AND WIRELESS COMMUNICATIONS SUMMIT;ISTMWCS;Work in Progress
1442;INTERNATIONAL SYMPOSIUM ON UBIQUITOUS VIRTUAL REALITY;ISUVR;Work in Progress
1443;INTERNATIONAL SYMPOSIUM ON VISUAL COMPUTING;ISVC;Work in Progress
1444;IEEE COMPUTER SOCIETY ANNUAL SYMPOSIUM ON VLSI;ISVLSI;Work in Progress
1445;INTERNATIONAL SEMANTIC WEB CONFERENCE;ISWC;A+
1446;INTERNATIONAL SYMPOSIUM ON WIRELESS COMMUNICATION SYSTEMS;ISWCS;B
1447;IEEE INTERNATIONAL SYMPOSIUM ON WEARABLE COMPUTERS;ISWC_A;Work in Progress
1448;INTERNATIONAL SYMPOSIUM ON WIRELESS PERVASIVE COMPUTING;ISWPC;Work in Progress
1449;INTERNATIONAL CONFERENCE ON INTERNET TECHNOLOGIES AND APPLICATIONS;ITA;Work in Progress
1450;CONFERENCE ON THEORY AND PRACTICE OF INFORMATION TECHNOLOGIES;ITAT;Work in Progress
1451;INTERNATIONAL CONFERENCE ON INFORMATION TECHNOLOGY IN BIO- AND MEDICAL INFORMATICS;ITBAM;Work in Progress
1452;INTERNATIONAL TEST CONFERENCE;ITC;A-
1453;INTERNATIONAL CONFERENCE ON INFORMATION TECHNOLOGY: CODING AND COMPUTING;ITCC;Work in Progress
1454;INNOVATIONS IN THEORETICAL COMPUTER SCIENCE;ITCS;Work in Progress
1455;IEEE TRANSPORTATION ELECTRIFICATION CONFERENCE AND EXPO;ITEC;Work in Progress
1456;INTERSOCIETY CONFERENCE ON THERMAL AND THERMOMECHANICAL PHENOMENA IN ELECTRONIC SYSTEMS;ITHERM;Work in Progress
1457;INFORMATION TECHNOLOGY BASED HIGHER EDUCATION AND TRAINING;ITHET;Work in Progress
1458;INFORMATION TECHNOLOGY INTERFACES;ITI;Work in Progress
1459;ANNUAL CONFERENCE ON INNOVATION AND TECHNOLOGY IN COMPUTER SCIENCE EDUCATION;ITICSE;B
1460;INTERNATIONAL CONFERENCE ON INFORMATION TECHNOLOGY NEW GENERATIONS;ITNG;Work in Progress
1461;INTERNATIONAL TELECOMMUNICATIONS NETWORK STRATEGY AND PLANNING SYMPOSIUM;ITNSPS;Work in Progress
1462;CONFERENCE ON INTERACTIVE THEOREM PROVING (PREVIOUSLY TPHOLS, CHANGED IN 2009);ITP;B-
1463;INTERNATIONAL CONFERENCE ON INFORMATION TECHNOLOGY: RESEARCH AND EDUCATION;ITRE;Work in Progress
1464;INTERNATIONAL CONFERENCE ON INTELLIGENT TUTORING SYSTEMS;ITS;B
1465;INTERNATIONAL CONFERENCE ON INTELLIGENT TRANSPORTATION SYSTEMS;ITSC;Work in Progress
1466;INTERNATIONAL CONFERENCE ON ITS TELECOMMUNICATIONS;ITST;Work in Progress
1467;INFORMATION THEORY WORKSHOP;ITW;B
1468;INTERNATIONAL CONFERENCE ON INTELLIGENT USER INTERFACES;IUI;A
1469;INTEGRATED UNCERTAINTY IN KNOWLEDGE MODELLING AND DECISION MAKING;IUKM;Work in Progress
